T	=	12	;
R	=	494	;
U	=	25	;
S	=	100	;
L	=	5	;
levU	=	[	1	1	3	4	1	2	2	1	2	2	1	1	2	2	3	4	1	2	3	2	2	1	3	1	1 ];
levS	=	[	1	1	2	1	2	2	1	3	1	1	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	3	1	1	1	4	3	2	1	1	1	3	2	2	1	3	1	2	1	1	2	2	1	1	1	1	1	2	1	4	1	2	1	2	2	2	1	1	1	1	1	1	3	2	1	1	1	4	1	1	2	1	1	1	4	1	3	3	2	1	1	1	2	2	2	1	2	1	1	2	1	1 ];
d	=	[	12	2	1	6	12	1	1	1	12	1	5	8	12	5	2	12	1	5	7	1	1	12	1	1	3 ];
rd	=	[	1	3	3	3	1	10	10	11	1	10	4	4	1	4	7	1	4	2	5	8	5	1	4	4	5 ];
dd	=	[	12	4	7	8	12	11	11	12	12	11	12	12	12	12	12	12	9	12	11	8	12	12	12	8	12 ];
O	=	[	517000.0000	141000.0000	165000.0000	1599000.0000	833000.0000	122000.0000	73000.0000	42000.0000	1477000.0000	76000.0000	323000.0000	346000.0000	836000.0000	656000.0000	283000.0000	5800000.0000	33000.0000	338000.0000	1706000.0000	83000.0000	117000.0000	779000.0000	254000.0000	39000.0000	122000.0000 ];
v	=	[	179.0000	287.0000	137.0000	280.0000	101.0000	12.0000	40.0000	85.0000	73.0000	155.0000	269.0000	40.0000	135.0000	116.0000	99.0000	285.0000	41.0000	43.0000	176.0000	55.0000	143.0000	122.0000	236.0000	101.0000	97.0000	19.0000	140.0000	283.0000	105.0000	55.0000	169.0000	260.0000	277.0000	98.0000	216.0000	179.0000	281.0000	242.0000	39.0000	98.0000	51.0000	125.0000	156.0000	8.0000	155.0000	9.0000	239.0000	74.0000	85.0000	45.0000	286.0000	2.0000	203.0000	62.0000	189.0000	263.0000	257.0000	62.0000	76.0000	93.0000	273.0000	261.0000	84.0000	191.0000	177.0000	82.0000	298.0000	166.0000	195.0000	207.0000	107.0000	273.0000	266.0000	84.0000	215.0000	85.0000	47.0000	231.0000	42.0000	128.0000	125.0000	70.0000	148.0000	108.0000	196.0000	277.0000	129.0000	270.0000	21.0000	48.0000	76.0000	214.0000	234.0000	69.0000	92.0000	221.0000	255.0000	26.0000	98.0000	67.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	30.00	13.00	7.00	15.00	13.00	34.00	23.00	145.00	12.00	200.00	52.00	101.00	]
[	29.00	37.00	38.00	1.00	12.00	21.00	30.00	135.00	19.00	140.00	183.00	11.00	]
[	33.00	18.00	4.00	49.00	69.00	23.00	59.00	269.00	42.00	400.00	248.00	400.00	]
[	35.00	39.00	24.00	7.00	16.00	6.00	51.00	4.00	144.00	111.00	200.00	71.00	]
[	8.00	13.00	77.00	63.00	66.00	48.00	65.00	2.00	56.00	368.00	85.00	248.00	]
[	2.00	18.00	39.00	4.00	5.00	21.00	119.00	62.00	213.00	400.00	400.00	400.00	]
[	22.00	7.00	13.00	2.00	24.00	24.00	56.00	85.00	176.00	200.00	200.00	126.00	]
[	42.00	153.00	49.00	151.00	85.00	19.00	79.00	430.00	681.00	775.00	38.00	800.00	]
[	8.00	16.00	8.00	10.00	8.00	34.00	57.00	95.00	81.00	94.00	200.00	200.00	]
[	3.00	16.00	30.00	26.00	17.00	18.00	8.00	69.00	2.00	162.00	29.00	200.00	]
[	29.00	31.00	35.00	31.00	38.00	13.00	79.00	159.00	40.00	88.00	200.00	200.00	]
[	36.00	104.00	235.00	294.00	305.00	30.00	24.00	1204.00	1148.00	1060.00	1299.00	590.00	]
[	21.00	25.00	13.00	25.00	20.00	24.00	67.00	79.00	106.00	200.00	173.00	34.00	]
[	14.00	28.00	36.00	13.00	19.00	23.00	70.00	96.00	131.00	123.00	63.00	52.00	]
[	1.00	32.00	30.00	35.00	3.00	16.00	13.00	110.00	142.00	200.00	154.00	150.00	]
[	33.00	26.00	11.00	23.00	7.00	6.00	39.00	11.00	164.00	76.00	68.00	42.00	]
[	34.00	28.00	39.00	5.00	28.00	24.00	68.00	47.00	94.00	171.00	200.00	151.00	]
[	6.00	2.00	13.00	28.00	9.00	17.00	76.00	152.00	15.00	200.00	1.00	152.00	]
[	19.00	32.00	38.00	26.00	34.00	3.00	15.00	28.00	176.00	200.00	40.00	173.00	]
[	2.00	27.00	4.00	24.00	18.00	6.00	77.00	125.00	70.00	200.00	200.00	3.00	]
[	123.00	24.00	96.00	85.00	142.00	30.00	272.00	429.00	777.00	800.00	252.00	703.00	]
[	11.00	5.00	12.00	5.00	35.00	17.00	22.00	30.00	7.00	113.00	200.00	197.00	]
[	17.00	19.00	34.00	36.00	2.00	16.00	10.00	73.00	138.00	132.00	112.00	91.00	]
[	32.00	5.00	22.00	7.00	33.00	0.00	22.00	132.00	91.00	200.00	200.00	186.00	]
[	27.00	21.00	38.00	3.00	7.00	11.00	37.00	16.00	49.00	200.00	200.00	200.00	]
[	1.00	8.00	3.00	9.00	37.00	18.00	5.00	92.00	50.00	60.00	200.00	108.00	]
[	77.00	69.00	99.00	3.00	71.00	47.00	6.00	110.00	430.00	800.00	800.00	174.00	]
[	30.00	30.00	23.00	9.00	12.00	31.00	17.00	129.00	22.00	3.00	200.00	117.00	]
[	1.00	7.00	4.00	18.00	32.00	39.00	41.00	105.00	63.00	200.00	60.00	94.00	]
[	19.00	45.00	97.00	147.00	29.00	114.00	20.00	314.00	776.00	102.00	697.00	14.00	]
[	11.00	0.00	3.00	1.00	3.00	27.00	20.00	23.00	144.00	5.00	145.00	60.00	]
[	10.00	0.00	12.00	21.00	36.00	22.00	12.00	56.00	22.00	200.00	141.00	168.00	]
[	31.00	11.00	25.00	4.00	19.00	15.00	39.00	144.00	198.00	200.00	29.00	49.00	]
