T	=	8	;
R	=	476	;
U	=	50	;
S	=	100	;
L	=	5	;
levU	=	[	3	2	1	1	1	5	2	1	2	1	2	1	2	2	2	4	1	3	1	2	2	1	1	1	2	3	1	1	2	2	2	1	2	2	3	1	4	1	2	1	1	2	1	1	3	1	1	2	1	1 ];
levS	=	[	3	2	1	4	2	1	3	1	1	1	2	1	2	3	2	2	3	3	2	1	3	2	2	1	1	4	1	1	3	1	4	4	1	1	1	1	4	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	3	1	1	1	1	2	1	1	3	3	2	3	2	2	1	1	4	2	1	2	2	1	1	2	4	3	2	2	1	1	1	1	1	2	2	1 ];
d	=	[	2	8	1	4	1	4	1	3	3	6	3	8	1	8	4	1	8	5	1	3	8	8	8	3	8	1	4	1	2	1	8	4	8	1	8	1	1	1	8	8	1	1	8	2	3	2	1	8	8	1 ];
rd	=	[	5	1	1	5	5	5	2	5	6	1	4	1	1	1	4	5	1	3	1	4	1	1	1	2	1	3	4	7	5	2	1	4	1	2	1	2	5	1	1	1	8	7	1	5	2	2	7	1	1	3 ];
dd	=	[	6	8	6	8	7	8	3	8	8	8	8	8	5	8	7	7	8	7	3	6	8	8	8	7	8	3	8	8	6	6	8	8	8	8	8	2	7	3	8	8	8	7	8	7	4	3	7	8	8	5 ];
O	=	[	296000.0000	1028000.0000	40000.0000	272000.0000	40000.0000	2500000.0000	83000.0000	122000.0000	233000.0000	215000.0000	431000.0000	330000.0000	125000.0000	1116000.0000	294000.0000	546000.0000	304000.0000	743000.0000	39000.0000	384000.0000	643000.0000	263000.0000	302000.0000	121000.0000	529000.0000	141000.0000	296000.0000	35000.0000	255000.0000	136000.0000	582000.0000	154000.0000	549000.0000	75000.0000	1197000.0000	73000.0000	299000.0000	69000.0000	546000.0000	330000.0000	64000.0000	67000.0000	598000.0000	74000.0000	485000.0000	69000.0000	36000.0000	532000.0000	302000.0000	41000.0000 ];
v	=	[	282.0000	11.0000	236.0000	102.0000	148.0000	17.0000	101.0000	126.0000	82.0000	207.0000	173.0000	191.0000	254.0000	211.0000	47.0000	59.0000	17.0000	231.0000	91.0000	123.0000	130.0000	3.0000	280.0000	115.0000	125.0000	60.0000	252.0000	198.0000	268.0000	179.0000	222.0000	197.0000	228.0000	18.0000	145.0000	124.0000	196.0000	23.0000	13.0000	46.0000	238.0000	85.0000	213.0000	2.0000	89.0000	214.0000	26.0000	235.0000	4.0000	84.0000	17.0000	98.0000	69.0000	184.0000	87.0000	262.0000	229.0000	220.0000	142.0000	37.0000	114.0000	203.0000	165.0000	206.0000	188.0000	120.0000	92.0000	99.0000	277.0000	179.0000	287.0000	149.0000	139.0000	162.0000	66.0000	135.0000	119.0000	258.0000	14.0000	101.0000	182.0000	281.0000	249.0000	227.0000	113.0000	50.0000	301.0000	157.0000	225.0000	111.0000	285.0000	14.0000	282.0000	186.0000	287.0000	16.0000	176.0000	101.0000	234.0000	153.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	89.00	140.00	90.00	124.00	127.00	38.00	164.00	456.00	]
[	21.00	51.00	58.00	41.00	45.00	57.00	75.00	160.00	]
[	17.00	9.00	10.00	13.00	22.00	34.00	22.00	18.00	]
[	293.00	82.00	102.00	276.00	221.00	29.00	346.00	560.00	]
[	46.00	78.00	65.00	35.00	78.00	9.00	99.00	317.00	]
[	10.00	9.00	10.00	8.00	35.00	27.00	56.00	1.00	]
[	126.00	5.00	152.00	119.00	23.00	40.00	229.00	639.00	]
[	26.00	36.00	36.00	3.00	19.00	10.00	63.00	21.00	]
[	20.00	2.00	5.00	38.00	4.00	28.00	14.00	20.00	]
[	10.00	35.00	33.00	27.00	31.00	12.00	31.00	75.00	]
[	73.00	74.00	55.00	55.00	61.00	23.00	124.00	59.00	]
[	18.00	16.00	23.00	39.00	14.00	17.00	43.00	24.00	]
[	69.00	72.00	12.00	44.00	16.00	46.00	116.00	88.00	]
[	50.00	74.00	106.00	136.00	85.00	62.00	62.00	389.00	]
[	25.00	9.00	53.00	30.00	28.00	17.00	131.00	274.00	]
[	30.00	62.00	53.00	78.00	59.00	60.00	113.00	130.00	]
[	126.00	151.00	154.00	44.00	72.00	67.00	181.00	134.00	]
[	142.00	155.00	108.00	130.00	34.00	30.00	298.00	97.00	]
[	69.00	73.00	53.00	25.00	73.00	47.00	32.00	151.00	]
[	25.00	28.00	32.00	14.00	33.00	25.00	32.00	78.00	]
[	87.00	67.00	13.00	70.00	4.00	45.00	38.00	243.00	]
[	53.00	58.00	31.00	41.00	3.00	69.00	21.00	291.00	]
[	9.00	14.00	32.00	69.00	30.00	54.00	22.00	235.00	]
[	18.00	21.00	7.00	3.00	3.00	24.00	59.00	136.00	]
[	27.00	5.00	23.00	6.00	5.00	22.00	23.00	70.00	]
[	29.00	15.00	92.00	78.00	241.00	135.00	350.00	788.00	]
[	15.00	16.00	12.00	6.00	6.00	15.00	48.00	131.00	]
[	25.00	24.00	27.00	15.00	3.00	15.00	47.00	145.00	]
[	75.00	52.00	97.00	59.00	153.00	30.00	77.00	125.00	]
[	8.00	18.00	4.00	21.00	4.00	21.00	22.00	129.00	]
[	112.00	108.00	159.00	279.00	270.00	11.00	366.00	253.00	]
[	214.00	197.00	118.00	298.00	200.00	125.00	633.00	690.00	]
[	24.00	21.00	3.00	15.00	6.00	22.00	49.00	19.00	]
[	21.00	0.00	30.00	37.00	15.00	9.00	14.00	31.00	]
[	12.00	23.00	17.00	34.00	3.00	0.00	50.00	129.00	]
[	16.00	37.00	17.00	16.00	32.00	16.00	7.00	144.00	]
[	190.00	110.00	138.00	275.00	295.00	286.00	73.00	1163.00	]
[	18.00	6.00	7.00	31.00	1.00	20.00	44.00	29.00	]
[	4.00	39.00	6.00	28.00	37.00	10.00	16.00	53.00	]
[	48.00	8.00	62.00	76.00	43.00	13.00	19.00	309.00	]
[	35.00	2.00	31.00	13.00	25.00	25.00	51.00	38.00	]
[	39.00	20.00	24.00	0.00	7.00	36.00	29.00	75.00	]
[	47.00	20.00	148.00	58.00	19.00	9.00	37.00	167.00	]
[	32.00	13.00	3.00	19.00	18.00	8.00	14.00	145.00	]
[	10.00	25.00	58.00	19.00	73.00	52.00	10.00	124.00	]
[	33.00	31.00	35.00	34.00	33.00	26.00	17.00	128.00	]
[	10.00	38.00	2.00	17.00	1.00	1.00	59.00	38.00	]
[	16.00	19.00	21.00	6.00	22.00	21.00	32.00	52.00	]
[	11.00	17.00	15.00	13.00	12.00	22.00	11.00	79.00	]
[	4.00	33.00	19.00	20.00	38.00	39.00	33.00	16.00	]
[	14.00	29.00	7.00	10.00	24.00	12.00	44.00	148.00	]
[	0.00	26.00	14.00	31.00	23.00	22.00	33.00	99.00	]
[	5.00	22.00	24.00	16.00	30.00	14.00	60.00	117.00	]
[	7.00	28.00	24.00	39.00	12.00	5.00	65.00	137.00	]
[	13.00	3.00	20.00	17.00	33.00	26.00	7.00	3.00	]
[	70.00	39.00	71.00	22.00	75.00	49.00	18.00	296.00	]
[	0.00	31.00	19.00	3.00	38.00	8.00	54.00	24.00	]
[	2.00	19.00	13.00	1.00	59.00	16.00	42.00	172.00	]
[	6.00	18.00	21.00	20.00	10.00	25.00	39.00	115.00	]
[	6.00	5.00	4.00	38.00	29.00	26.00	42.00	131.00	]
[	14.00	56.00	12.00	67.00	23.00	58.00	49.00	263.00	]
[	35.00	10.00	19.00	35.00	33.00	19.00	59.00	74.00	]
[	52.00	44.00	39.00	24.00	41.00	40.00	84.00	218.00	]
[	67.00	21.00	24.00	0.00	12.00	60.00	134.00	188.00	]
[	129.00	121.00	3.00	153.00	154.00	57.00	287.00	210.00	]
[	25.00	4.00	16.00	20.00	31.00	10.00	21.00	121.00	]
[	31.00	30.00	0.00	8.00	10.00	29.00	12.00	131.00	]
[	3.00	13.00	31.00	6.00	32.00	8.00	26.00	91.00	]
[	10.00	19.00	11.00	1.00	29.00	9.00	60.00	82.00	]
[	14.00	20.00	36.00	6.00	52.00	52.00	11.00	169.00	]
[	25.00	36.00	18.00	5.00	0.00	11.00	33.00	145.00	]
[	22.00	4.00	32.00	3.00	39.00	11.00	60.00	104.00	]
[	53.00	121.00	58.00	57.00	114.00	149.00	185.00	430.00	]
[	71.00	98.00	146.00	36.00	148.00	116.00	112.00	508.00	]
[	62.00	47.00	19.00	45.00	42.00	44.00	85.00	249.00	]
[	111.00	21.00	109.00	93.00	156.00	65.00	258.00	170.00	]
[	5.00	14.00	49.00	72.00	49.00	31.00	126.00	166.00	]
[	38.00	46.00	30.00	49.00	74.00	13.00	82.00	98.00	]
[	26.00	28.00	33.00	25.00	20.00	31.00	50.00	121.00	]
[	15.00	1.00	20.00	6.00	22.00	27.00	10.00	43.00	]
[	44.00	130.00	306.00	236.00	241.00	183.00	410.00	489.00	]
[	68.00	6.00	17.00	6.00	29.00	31.00	17.00	299.00	]
[	38.00	19.00	13.00	21.00	34.00	20.00	34.00	91.00	]
[	43.00	1.00	57.00	56.00	54.00	28.00	76.00	301.00	]
[	17.00	65.00	47.00	3.00	77.00	47.00	24.00	110.00	]
[	30.00	16.00	13.00	25.00	15.00	23.00	71.00	139.00	]
[	23.00	8.00	8.00	27.00	4.00	31.00	35.00	88.00	]
[	58.00	79.00	25.00	58.00	22.00	13.00	97.00	92.00	]
[	46.00	132.00	238.00	183.00	282.00	28.00	329.00	124.00	]
[	3.00	25.00	13.00	90.00	140.00	67.00	122.00	12.00	]
[	4.00	23.00	62.00	60.00	55.00	32.00	11.00	113.00	]
[	15.00	67.00	28.00	49.00	1.00	7.00	157.00	297.00	]
[	35.00	22.00	30.00	19.00	8.00	6.00	10.00	123.00	]
[	20.00	21.00	4.00	11.00	38.00	2.00	77.00	93.00	]
[	22.00	6.00	4.00	27.00	22.00	28.00	26.00	64.00	]
[	1.00	29.00	17.00	28.00	34.00	7.00	0.00	122.00	]
[	13.00	4.00	11.00	16.00	4.00	0.00	30.00	77.00	]
[	4.00	62.00	24.00	10.00	56.00	54.00	142.00	2.00	]
[	42.00	68.00	49.00	7.00	43.00	77.00	92.00	233.00	]
[	21.00	27.00	24.00	1.00	19.00	19.00	9.00	77.00	]
];
