T	=	12	;
R	=	96	;
U	=	50	;
S	=	25	;
L	=	5	;
levU	=	[	1	2	2	1	1	1	1	1	1	2	3	2	1	4	3	2	2	1	1	1	1	1	1	3	2	2	2	1	2	3	1	2	4	2	1	1	2	2	1	5	1	2	2	5	1	3	3	2	3	2 ];
levS	=	[	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	1	1	3	1	2	4	3	3	2	1 ];
d	=	[	5	7	4	1	12	12	12	12	5	2	12	12	4	4	12	12	12	12	12	1	1	12	2	12	12	12	3	2	1	2	7	12	1	2	4	1	1	12	1	12	8	12	4	4	12	6	12	1	12	3 ];
rd	=	[	7	2	9	5	1	1	1	1	4	3	1	1	1	5	1	1	1	1	1	2	8	1	1	1	1	1	1	3	5	9	3	1	3	8	4	11	7	1	8	1	3	1	2	7	1	5	1	9	1	1 ];
dd	=	[	12	8	12	11	12	12	12	12	9	5	12	12	10	8	12	12	12	12	12	10	8	12	10	12	12	12	7	11	12	11	12	12	10	10	10	11	12	12	9	12	12	12	10	10	12	10	12	10	12	5 ];
O	=	[	170000.0000	555000.0000	276000.0000	62000.0000	866000.0000	436000.0000	515000.0000	504000.0000	211000.0000	255000.0000	1714000.0000	1557000.0000	168000.0000	2043000.0000	1775000.0000	984000.0000	970000.0000	482000.0000	757000.0000	36000.0000	63000.0000	393000.0000	72000.0000	1866000.0000	1744000.0000	941000.0000	210000.0000	140000.0000	77000.0000	273000.0000	278000.0000	1718000.0000	329000.0000	259000.0000	154000.0000	39000.0000	81000.0000	1562000.0000	76000.0000	7585000.0000	275000.0000	884000.0000	573000.0000	2700000.0000	829000.0000	942000.0000	1732000.0000	85000.0000	1825000.0000	239000.0000 ];
v	=	[	163.0000	101.0000	18.0000	110.0000	52.0000	62.0000	249.0000	214.0000	130.0000	20.0000	290.0000	245.0000	190.0000	283.0000	135.0000	209.0000	56.0000	114.0000	260.0000	27.0000	117.0000	84.0000	126.0000	200.0000	150.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	25.00	16.00	17.00	31.00	8.00	4.00	60.00	97.00	143.00	200.00	200.00	104.00	]
[	17.00	33.00	38.00	11.00	4.00	32.00	75.00	149.00	104.00	148.00	200.00	95.00	]
[	0.00	43.00	46.00	67.00	5.00	47.00	0.00	300.00	108.00	400.00	11.00	306.00	]
[	15.00	27.00	56.00	52.00	14.00	44.00	117.00	226.00	388.00	400.00	400.00	246.00	]
[	55.00	21.00	21.00	25.00	47.00	22.00	53.00	220.00	350.00	330.00	175.00	400.00	]
[	18.00	27.00	21.00	20.00	16.00	17.00	69.00	156.00	98.00	200.00	200.00	162.00	]
[	15.00	21.00	32.00	23.00	38.00	5.00	68.00	149.00	178.00	16.00	111.00	141.00	]
[	16.00	34.00	18.00	27.00	13.00	34.00	51.00	4.00	41.00	200.00	200.00	2.00	]
[	66.00	52.00	33.00	27.00	74.00	0.00	14.00	283.00	371.00	140.00	400.00	400.00	]
[	19.00	2.00	7.00	20.00	4.00	30.00	7.00	147.00	54.00	170.00	18.00	29.00	]
[	24.00	24.00	32.00	23.00	8.00	16.00	60.00	74.00	48.00	163.00	200.00	121.00	]
[	9.00	19.00	36.00	11.00	33.00	34.00	38.00	90.00	74.00	200.00	171.00	37.00	]
[	0.00	13.00	32.00	30.00	14.00	39.00	60.00	116.00	124.00	200.00	200.00	82.00	]
[	5.00	48.00	27.00	12.00	0.00	31.00	97.00	153.00	295.00	58.00	398.00	46.00	]
[	29.00	24.00	27.00	3.00	7.00	35.00	45.00	151.00	136.00	145.00	114.00	112.00	]
[	9.00	7.00	16.00	13.00	2.00	16.00	61.00	128.00	79.00	200.00	113.00	98.00	]
[	27.00	11.00	16.00	25.00	0.00	32.00	11.00	17.00	11.00	200.00	180.00	7.00	]
[	145.00	83.00	93.00	67.00	5.00	31.00	228.00	602.00	524.00	790.00	594.00	393.00	]
[	26.00	17.00	24.00	6.00	33.00	8.00	32.00	57.00	82.00	200.00	200.00	35.00	]
[	10.00	3.00	12.00	4.00	44.00	63.00	41.00	231.00	88.00	400.00	400.00	314.00	]
[	2.00	100.00	198.00	167.00	79.00	8.00	128.00	1255.00	1575.00	1465.00	164.00	1600.00	]
[	49.00	31.00	69.00	144.00	51.00	21.00	318.00	473.00	317.00	515.00	800.00	800.00	]
[	86.00	159.00	100.00	62.00	77.00	117.00	213.00	81.00	467.00	211.00	128.00	800.00	]
[	53.00	39.00	18.00	7.00	41.00	42.00	6.00	199.00	233.00	400.00	385.00	400.00	]
[	24.00	27.00	33.00	12.00	28.00	34.00	34.00	157.00	92.00	169.00	200.00	4.00	]
];
