T	=	8	;
R	=	452	;
U	=	50	;
S	=	50	;
L	=	5	;
levU	=	[	3	1	1	2	1	1	3	3	1	3	1	1	1	1	3	2	3	3	2	3	1	1	4	1	4	1	1	3	1	3	1	1	1	2	1	1	1	1	4	1	1	3	1	1	1	3	1	1	2	5 ];
levS	=	[	2	1	1	1	3	2	2	2	3	1	1	1	1	2	2	1	1	3	2	1	1	1	1	1	2	1	2	1	2	3	3	2	5	1	2	2	1	1	1	2	2	2	2	2	1	1	1	2	1	1 ];
d	=	[	1	2	6	1	2	1	3	2	8	1	3	1	1	1	8	4	8	1	8	1	3	3	8	8	8	3	3	8	8	1	2	1	2	3	1	8	8	1	8	3	5	8	8	8	3	2	8	4	3	8 ];
rd	=	[	1	1	1	2	6	7	4	7	1	1	5	2	6	7	1	1	1	2	1	8	2	3	1	1	1	6	4	1	1	7	5	3	3	1	5	1	1	1	1	1	1	1	1	1	2	6	1	4	6	1 ];
dd	=	[	1	2	7	5	7	8	7	8	8	5	8	6	7	7	8	6	8	8	8	8	4	6	8	8	8	8	8	8	8	7	7	5	5	6	5	8	8	3	8	5	6	8	8	8	8	8	8	8	8	8 ];
O	=	[	262000.0000	71000.0000	240000.0000	126000.0000	73000.0000	71000.0000	414000.0000	320000.0000	292000.0000	281000.0000	228000.0000	33000.0000	35000.0000	67000.0000	1228000.0000	312000.0000	1130000.0000	291000.0000	685000.0000	137000.0000	110000.0000	117000.0000	2666000.0000	265000.0000	2755000.0000	226000.0000	107000.0000	1242000.0000	502000.0000	130000.0000	128000.0000	43000.0000	72000.0000	378000.0000	33000.0000	298000.0000	301000.0000	72000.0000	4399000.0000	190000.0000	189000.0000	1263000.0000	288000.0000	263000.0000	98000.0000	298000.0000	605000.0000	136000.0000	242000.0000	7435000.0000 ];
v	=	[	241.0000	63.0000	74.0000	215.0000	266.0000	99.0000	166.0000	43.0000	3.0000	245.0000	65.0000	214.0000	61.0000	84.0000	7.0000	243.0000	249.0000	82.0000	99.0000	174.0000	15.0000	285.0000	285.0000	27.0000	203.0000	231.0000	191.0000	294.0000	142.0000	43.0000	260.0000	259.0000	88.0000	139.0000	244.0000	206.0000	17.0000	82.0000	91.0000	232.0000	242.0000	103.0000	106.0000	173.0000	207.0000	11.0000	51.0000	183.0000	60.0000	212.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	66.00	62.00	63.00	49.00	8.00	14.00	109.00	61.00	]
[	11.00	33.00	5.00	5.00	28.00	25.00	26.00	153.00	]
[	34.00	22.00	34.00	9.00	39.00	10.00	52.00	25.00	]
[	39.00	30.00	16.00	0.00	26.00	11.00	69.00	57.00	]
[	41.00	131.00	113.00	33.00	129.00	30.00	38.00	341.00	]
[	69.00	44.00	16.00	60.00	53.00	30.00	6.00	46.00	]
[	43.00	51.00	64.00	29.00	68.00	4.00	23.00	163.00	]
[	16.00	71.00	32.00	35.00	34.00	54.00	117.00	232.00	]
[	19.00	17.00	122.00	65.00	59.00	69.00	237.00	424.00	]
[	31.00	0.00	31.00	28.00	38.00	2.00	26.00	104.00	]
[	38.00	29.00	15.00	13.00	34.00	11.00	24.00	4.00	]
[	29.00	18.00	15.00	14.00	16.00	29.00	70.00	49.00	]
[	7.00	28.00	9.00	38.00	1.00	7.00	8.00	108.00	]
[	25.00	25.00	57.00	55.00	11.00	32.00	96.00	22.00	]
[	63.00	1.00	77.00	77.00	2.00	6.00	87.00	111.00	]
[	35.00	9.00	0.00	36.00	33.00	13.00	43.00	109.00	]
[	30.00	33.00	32.00	31.00	39.00	30.00	38.00	107.00	]
[	2.00	19.00	39.00	112.00	93.00	159.00	216.00	318.00	]
[	20.00	16.00	22.00	29.00	15.00	68.00	8.00	213.00	]
[	7.00	10.00	12.00	29.00	32.00	1.00	69.00	122.00	]
[	3.00	0.00	23.00	21.00	19.00	11.00	42.00	78.00	]
[	12.00	3.00	5.00	17.00	39.00	37.00	10.00	18.00	]
[	30.00	3.00	33.00	9.00	27.00	20.00	67.00	15.00	]
[	14.00	25.00	36.00	36.00	1.00	39.00	2.00	69.00	]
[	53.00	64.00	21.00	77.00	42.00	25.00	73.00	291.00	]
[	19.00	7.00	8.00	35.00	21.00	39.00	28.00	6.00	]
[	56.00	49.00	45.00	22.00	26.00	75.00	105.00	131.00	]
[	22.00	37.00	32.00	34.00	6.00	37.00	57.00	154.00	]
[	60.00	73.00	47.00	27.00	37.00	69.00	88.00	131.00	]
[	94.00	54.00	60.00	72.00	111.00	28.00	70.00	401.00	]
[	77.00	152.00	87.00	33.00	6.00	114.00	130.00	552.00	]
[	69.00	24.00	10.00	49.00	30.00	35.00	57.00	215.00	]
[	472.00	354.00	370.00	625.00	615.00	167.00	816.00	450.00	]
[	7.00	22.00	2.00	26.00	13.00	7.00	5.00	14.00	]
[	65.00	25.00	51.00	45.00	63.00	53.00	3.00	196.00	]
[	33.00	64.00	77.00	79.00	24.00	50.00	63.00	165.00	]
[	35.00	24.00	38.00	29.00	31.00	21.00	77.00	112.00	]
[	16.00	18.00	5.00	16.00	21.00	1.00	3.00	89.00	]
[	1.00	39.00	38.00	31.00	17.00	22.00	61.00	35.00	]
[	2.00	46.00	68.00	65.00	5.00	8.00	80.00	272.00	]
[	29.00	53.00	51.00	32.00	70.00	44.00	6.00	95.00	]
[	78.00	35.00	36.00	61.00	45.00	12.00	123.00	158.00	]
[	18.00	33.00	64.00	50.00	38.00	21.00	41.00	77.00	]
[	46.00	31.00	65.00	58.00	31.00	23.00	73.00	234.00	]
