T	=	12	;
R	=	400	;
U	=	50	;
S	=	100	;
L	=	5	;
levU	=	[	4	4	1	2	3	1	4	1	1	1	3	3	3	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	4	2	2	1	3	3	2	2	1	3	1	1	3	1	2	1	2	1	3	3	1 ];
levS	=	[	1	2	1	1	3	1	3	1	2	1	3	4	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	3	2	3	2	1	1	3	1	1	1	1	2	1	4	1	1	2	1	1	2	2	1	2	2	1	2	1	1	3	3	2	2	1	2	2	1	2	1	1	1	2	3	3	1	1	1	1	2	3	2	1	1	2	1	2	2	2	1	1	1	2	1	1	1 ];
d	=	[	1	6	12	3	4	12	12	1	12	5	1	1	3	11	1	1	12	1	12	12	3	1	1	1	1	4	5	12	6	12	3	1	1	1	12	2	1	12	12	1	12	1	6	2	1	1	12	1	5	12 ];
rd	=	[	11	3	1	2	1	1	1	4	1	6	7	3	1	1	7	12	1	1	1	1	3	2	6	3	10	6	3	1	1	1	8	7	9	1	1	11	5	1	1	3	1	3	1	9	11	6	1	11	7	1 ];
dd	=	[	11	11	12	12	6	12	12	4	12	10	11	10	11	12	10	12	12	6	12	12	5	6	11	8	10	11	11	12	7	12	11	7	10	9	12	12	7	12	12	6	12	12	11	10	12	11	12	11	12	12 ];
O	=	[	310000.0000	1692000.0000	474000.0000	363000.0000	650000.0000	424000.0000	5845000.0000	62000.0000	465000.0000	374000.0000	166000.0000	159000.0000	753000.0000	1513000.0000	64000.0000	35000.0000	3521000.0000	32000.0000	393000.0000	416000.0000	198000.0000	35000.0000	120000.0000	38000.0000	77000.0000	166000.0000	327000.0000	443000.0000	227000.0000	3181000.0000	241000.0000	86000.0000	36000.0000	147000.0000	2978000.0000	275000.0000	69000.0000	779000.0000	1844000.0000	74000.0000	427000.0000	135000.0000	218000.0000	252000.0000	36000.0000	130000.0000	785000.0000	154000.0000	762000.0000	492000.0000 ];
v	=	[	74.0000	256.0000	239.0000	113.0000	121.0000	267.0000	180.0000	97.0000	234.0000	19.0000	179.0000	105.0000	156.0000	154.0000	243.0000	141.0000	286.0000	198.0000	236.0000	187.0000	187.0000	44.0000	215.0000	22.0000	180.0000	279.0000	163.0000	154.0000	149.0000	170.0000	148.0000	54.0000	211.0000	257.0000	3.0000	41.0000	267.0000	234.0000	27.0000	227.0000	286.0000	50.0000	132.0000	283.0000	29.0000	19.0000	282.0000	63.0000	94.0000	205.0000	237.0000	20.0000	131.0000	92.0000	176.0000	1.0000	177.0000	281.0000	249.0000	133.0000	290.0000	71.0000	128.0000	282.0000	36.0000	142.0000	179.0000	207.0000	12.0000	276.0000	94.0000	205.0000	136.0000	105.0000	146.0000	241.0000	146.0000	213.0000	0.0000	282.0000	6.0000	144.0000	258.0000	51.0000	64.0000	36.0000	196.0000	14.0000	150.0000	101.0000	205.0000	36.0000	232.0000	67.0000	190.0000	108.0000	222.0000	284.0000	285.0000	216.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	16.00	2.00	30.00	1.00	22.00	10.00	73.00	53.00	126.00	59.00	145.00	19.00	]
[	73.00	20.00	58.00	70.00	37.00	32.00	67.00	89.00	375.00	335.00	400.00	329.00	]
[	30.00	39.00	32.00	20.00	18.00	20.00	36.00	63.00	188.00	196.00	131.00	192.00	]
[	10.00	20.00	12.00	22.00	28.00	1.00	40.00	118.00	68.00	200.00	200.00	92.00	]
[	153.00	37.00	48.00	86.00	24.00	9.00	194.00	428.00	432.00	167.00	800.00	800.00	]
[	18.00	1.00	13.00	35.00	39.00	26.00	69.00	141.00	62.00	200.00	200.00	15.00	]
[	115.00	97.00	126.00	22.00	145.00	78.00	144.00	565.00	297.00	747.00	14.00	734.00	]
[	11.00	34.00	6.00	34.00	22.00	22.00	21.00	23.00	155.00	49.00	79.00	200.00	]
[	73.00	76.00	41.00	53.00	62.00	79.00	127.00	66.00	378.00	340.00	100.00	400.00	]
[	16.00	23.00	22.00	14.00	2.00	19.00	60.00	94.00	94.00	200.00	7.00	107.00	]
[	22.00	159.00	25.00	3.00	79.00	153.00	247.00	557.00	64.00	659.00	800.00	800.00	]
[	291.00	187.00	264.00	241.00	279.00	1.00	41.00	1013.00	281.00	628.00	1600.00	1600.00	]
[	21.00	5.00	14.00	3.00	35.00	0.00	14.00	38.00	139.00	200.00	200.00	52.00	]
[	20.00	11.00	22.00	6.00	33.00	21.00	45.00	158.00	115.00	150.00	110.00	200.00	]
[	28.00	30.00	7.00	15.00	31.00	3.00	3.00	127.00	14.00	161.00	12.00	200.00	]
[	35.00	23.00	0.00	20.00	22.00	22.00	32.00	138.00	36.00	114.00	200.00	129.00	]
[	30.00	37.00	15.00	17.00	34.00	7.00	23.00	115.00	20.00	138.00	200.00	75.00	]
[	14.00	28.00	26.00	25.00	23.00	34.00	36.00	79.00	91.00	60.00	187.00	154.00	]
[	33.00	2.00	35.00	35.00	38.00	4.00	42.00	54.00	113.00	67.00	41.00	196.00	]
[	67.00	69.00	11.00	45.00	35.00	25.00	114.00	227.00	107.00	397.00	400.00	400.00	]
[	33.00	22.00	36.00	4.00	32.00	13.00	53.00	67.00	166.00	52.00	200.00	124.00	]
[	6.00	26.00	8.00	27.00	54.00	77.00	82.00	299.00	194.00	5.00	51.00	400.00	]
[	28.00	19.00	5.00	12.00	28.00	10.00	76.00	89.00	91.00	154.00	200.00	200.00	]
[	26.00	77.00	17.00	19.00	22.00	56.00	43.00	313.00	359.00	388.00	41.00	318.00	]
[	8.00	7.00	33.00	21.00	9.00	20.00	11.00	2.00	88.00	101.00	49.00	200.00	]
[	37.00	5.00	19.00	32.00	26.00	31.00	40.00	128.00	68.00	200.00	9.00	117.00	]
[	28.00	60.00	58.00	26.00	15.00	78.00	39.00	311.00	162.00	359.00	400.00	400.00	]
[	2.00	27.00	20.00	37.00	37.00	18.00	53.00	153.00	3.00	91.00	12.00	200.00	]
[	35.00	23.00	37.00	36.00	2.00	25.00	27.00	1.00	33.00	39.00	176.00	6.00	]
[	21.00	28.00	21.00	28.00	7.00	37.00	5.00	92.00	83.00	184.00	146.00	24.00	]
[	18.00	37.00	1.00	9.00	9.00	36.00	8.00	62.00	41.00	34.00	46.00	200.00	]
[	19.00	15.00	38.00	17.00	30.00	17.00	26.00	85.00	91.00	111.00	200.00	200.00	]
[	15.00	58.00	42.00	28.00	9.00	60.00	14.00	282.00	201.00	400.00	277.00	174.00	]
[	12.00	10.00	23.00	30.00	5.00	34.00	8.00	142.00	174.00	137.00	37.00	57.00	]
[	26.00	16.00	13.00	22.00	18.00	0.00	38.00	48.00	171.00	57.00	200.00	200.00	]
[	34.00	6.00	27.00	32.00	33.00	22.00	57.00	120.00	17.00	200.00	182.00	168.00	]
[	105.00	84.00	151.00	111.00	111.00	39.00	241.00	211.00	214.00	36.00	501.00	503.00	]
[	72.00	52.00	3.00	22.00	66.00	57.00	79.00	142.00	297.00	266.00	364.00	214.00	]
[	91.00	152.00	104.00	155.00	116.00	120.00	297.00	532.00	425.00	800.00	199.00	800.00	]
[	71.00	30.00	55.00	24.00	34.00	61.00	27.00	9.00	302.00	251.00	280.00	289.00	]
