T	=	12	;
R	=	475	;
U	=	50	;
S	=	100	;
L	=	5	;
levU	=	[	1	4	3	1	4	1	3	1	4	1	1	1	1	4	2	2	1	1	2	1	3	2	3	1	3	1	4	1	1	1	2	2	1	1	2	4	1	1	1	2	1	2	2	1	3	4	2	1	1	1 ];
levS	=	[	1	1	3	1	1	2	2	2	1	3	2	1	1	2	1	1	3	3	1	2	2	2	2	2	1	3	1	2	2	4	1	3	1	1	1	1	2	1	1	1	2	1	1	2	1	4	2	2	1	3	2	2	1	1	4	1	2	2	2	3	2	2	1	3	1	2	1	2	1	2	1	2	1	2	1	3	3	4	2	1	2	3	1	4	1	1	1	1	2	3	1	2	2	1	1	1	2	1	3	1 ];
d	=	[	12	3	1	10	2	1	1	1	1	12	1	6	12	12	12	12	2	12	1	12	12	12	5	12	12	12	3	3	3	1	1	1	2	1	4	12	1	12	5	12	12	12	12	4	9	1	12	4	12	1 ];
rd	=	[	1	10	7	3	8	4	3	5	6	1	2	1	1	1	1	1	2	1	7	1	1	1	7	1	1	1	5	8	8	1	1	10	9	1	1	1	10	1	6	1	1	1	1	9	3	6	1	6	1	6 ];
dd	=	[	12	12	12	12	11	11	3	9	10	12	7	6	12	12	12	12	8	12	10	12	12	12	12	12	12	12	12	12	12	6	7	10	11	9	10	12	11	12	11	12	12	12	12	12	11	8	12	12	12	11 ];
O	=	[	921000.0000	835000.0000	289000.0000	342000.0000	1122000.0000	37000.0000	161000.0000	37000.0000	276000.0000	482000.0000	32000.0000	216000.0000	763000.0000	6412000.0000	909000.0000	997000.0000	79000.0000	451000.0000	73000.0000	416000.0000	1714000.0000	900000.0000	783000.0000	911000.0000	2058000.0000	475000.0000	1684000.0000	111000.0000	214000.0000	41000.0000	67000.0000	74000.0000	65000.0000	38000.0000	325000.0000	5550000.0000	34000.0000	469000.0000	175000.0000	802000.0000	401000.0000	1589000.0000	961000.0000	146000.0000	1289000.0000	310000.0000	810000.0000	292000.0000	881000.0000	38000.0000 ];
v	=	[	214.0000	288.0000	44.0000	300.0000	170.0000	257.0000	160.0000	93.0000	90.0000	270.0000	234.0000	173.0000	192.0000	101.0000	221.0000	110.0000	184.0000	81.0000	197.0000	102.0000	261.0000	185.0000	109.0000	79.0000	153.0000	148.0000	14.0000	172.0000	195.0000	266.0000	10.0000	230.0000	100.0000	241.0000	117.0000	64.0000	69.0000	241.0000	260.0000	170.0000	161.0000	284.0000	93.0000	141.0000	239.0000	202.0000	114.0000	157.0000	243.0000	279.0000	177.0000	268.0000	229.0000	265.0000	132.0000	79.0000	99.0000	78.0000	194.0000	246.0000	99.0000	254.0000	171.0000	239.0000	51.0000	96.0000	107.0000	85.0000	130.0000	17.0000	68.0000	244.0000	125.0000	40.0000	62.0000	210.0000	221.0000	62.0000	252.0000	277.0000	263.0000	230.0000	210.0000	2.0000	120.0000	170.0000	46.0000	9.0000	219.0000	54.0000	291.0000	46.0000	104.0000	88.0000	49.0000	108.0000	112.0000	27.0000	39.0000	139.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	31.00	35.00	23.00	19.00	13.00	11.00	18.00	113.00	76.00	200.00	167.00	22.00	]
[	22.00	18.00	1.00	3.00	25.00	23.00	17.00	79.00	81.00	148.00	35.00	200.00	]
[	151.00	73.00	37.00	2.00	128.00	97.00	89.00	279.00	31.00	249.00	516.00	644.00	]
[	15.00	24.00	5.00	34.00	12.00	38.00	7.00	158.00	148.00	95.00	200.00	12.00	]
[	14.00	22.00	16.00	18.00	7.00	3.00	27.00	25.00	84.00	60.00	129.00	11.00	]
[	54.00	7.00	54.00	4.00	1.00	37.00	29.00	69.00	157.00	400.00	5.00	61.00	]
[	44.00	58.00	38.00	0.00	70.00	52.00	84.00	105.00	277.00	94.00	229.00	373.00	]
[	20.00	46.00	67.00	60.00	39.00	64.00	143.00	216.00	178.00	213.00	400.00	400.00	]
[	19.00	20.00	19.00	9.00	37.00	26.00	20.00	38.00	170.00	60.00	200.00	200.00	]
[	27.00	26.00	112.00	89.00	79.00	27.00	155.00	316.00	4.00	508.00	41.00	800.00	]
[	51.00	67.00	75.00	35.00	39.00	63.00	104.00	79.00	155.00	5.00	400.00	314.00	]
[	14.00	24.00	21.00	37.00	31.00	1.00	3.00	43.00	94.00	20.00	200.00	183.00	]
[	35.00	7.00	4.00	25.00	33.00	1.00	31.00	105.00	73.00	200.00	165.00	23.00	]
[	1.00	24.00	19.00	45.00	45.00	32.00	126.00	81.00	61.00	400.00	400.00	400.00	]
[	3.00	36.00	5.00	29.00	36.00	38.00	27.00	130.00	29.00	200.00	166.00	200.00	]
[	34.00	9.00	36.00	24.00	30.00	21.00	42.00	58.00	54.00	165.00	64.00	200.00	]
[	87.00	118.00	56.00	85.00	134.00	101.00	118.00	207.00	405.00	760.00	800.00	755.00	]
[	83.00	130.00	88.00	127.00	42.00	115.00	104.00	358.00	488.00	800.00	800.00	21.00	]
[	1.00	37.00	28.00	19.00	22.00	30.00	15.00	106.00	183.00	112.00	62.00	200.00	]
[	50.00	33.00	14.00	27.00	59.00	66.00	127.00	168.00	390.00	324.00	85.00	400.00	]
[	26.00	71.00	2.00	52.00	34.00	27.00	4.00	24.00	229.00	159.00	106.00	24.00	]
[	48.00	11.00	56.00	42.00	69.00	30.00	57.00	235.00	212.00	400.00	227.00	400.00	]
[	11.00	12.00	73.00	2.00	8.00	41.00	46.00	282.00	304.00	400.00	245.00	400.00	]
[	1.00	36.00	49.00	58.00	14.00	1.00	38.00	155.00	250.00	306.00	400.00	262.00	]
[	4.00	5.00	37.00	24.00	18.00	34.00	44.00	70.00	34.00	189.00	176.00	152.00	]
[	115.00	82.00	13.00	140.00	72.00	57.00	74.00	96.00	657.00	426.00	643.00	638.00	]
[	11.00	33.00	8.00	32.00	22.00	23.00	42.00	40.00	38.00	59.00	200.00	150.00	]
[	64.00	15.00	53.00	28.00	62.00	22.00	54.00	270.00	303.00	233.00	400.00	400.00	]
[	66.00	9.00	55.00	8.00	0.00	4.00	105.00	185.00	131.00	400.00	276.00	230.00	]
[	118.00	295.00	276.00	92.00	264.00	273.00	414.00	533.00	653.00	449.00	1600.00	1034.00	]
[	2.00	30.00	33.00	33.00	21.00	20.00	52.00	90.00	81.00	95.00	200.00	200.00	]
[	76.00	4.00	75.00	34.00	38.00	99.00	288.00	257.00	791.00	512.00	371.00	596.00	]
[	14.00	2.00	30.00	25.00	3.00	8.00	33.00	45.00	70.00	45.00	110.00	140.00	]
[	14.00	13.00	35.00	7.00	24.00	25.00	41.00	83.00	2.00	96.00	158.00	189.00	]
[	7.00	19.00	28.00	38.00	7.00	33.00	75.00	138.00	31.00	200.00	73.00	48.00	]
[	39.00	21.00	11.00	11.00	9.00	3.00	39.00	41.00	77.00	94.00	10.00	43.00	]
[	51.00	7.00	67.00	79.00	54.00	79.00	45.00	95.00	139.00	12.00	400.00	208.00	]
[	14.00	15.00	37.00	22.00	13.00	3.00	12.00	47.00	87.00	200.00	200.00	193.00	]
[	37.00	17.00	12.00	25.00	29.00	2.00	10.00	135.00	74.00	3.00	200.00	36.00	]
[	17.00	0.00	5.00	26.00	7.00	36.00	28.00	24.00	110.00	200.00	200.00	131.00	]
