T	=	12	;
R	=	388	;
U	=	50	;
S	=	100	;
L	=	5	;
levU	=	[	1	1	4	2	3	1	2	1	1	4	1	1	3	2	1	1	1	1	5	2	4	1	2	3	1	2	1	3	1	2	1	1	2	5	1	1	1	2	1	1	3	1	2	1	1	4	1	2	1	2 ];
levS	=	[	2	2	2	1	3	2	1	3	1	1	1	1	1	1	1	1	4	1	1	3	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	4	1	2	1	1	1	1	2	1	4	2	1	2	1	1	2	1	1	1	2	1	2	1	1	2	2	2	3	2	2	1	1	3	1	1	2	1	2	3	2	1	3	2	3	1	1	1	1	1	1	2	2	1	2	2	1	1	5	1	1	1	3	2 ];
d	=	[	1	1	2	1	1	12	12	4	3	1	12	2	3	1	12	1	12	12	12	1	1	4	2	12	4	1	12	12	1	2	3	6	12	3	1	12	12	1	12	5	3	12	12	4	5	9	1	12	4	12 ];
rd	=	[	10	2	2	11	11	1	1	1	4	7	1	1	5	10	1	9	1	1	1	7	9	8	2	1	8	2	1	1	8	7	6	5	1	8	3	1	1	2	1	3	2	1	1	5	6	1	11	1	3	1 ];
dd	=	[	12	6	4	12	11	12	12	9	6	9	12	5	8	10	12	12	12	12	12	8	12	12	4	12	12	6	12	12	10	10	11	10	12	11	3	12	12	8	12	11	7	12	12	8	11	11	12	12	9	12 ];
O	=	[	43000.0000	39000.0000	957000.0000	71000.0000	151000.0000	402000.0000	993000.0000	273000.0000	116000.0000	482000.0000	891000.0000	77000.0000	472000.0000	136000.0000	433000.0000	42000.0000	789000.0000	829000.0000	11861000.0000	69000.0000	282000.0000	262000.0000	141000.0000	1590000.0000	155000.0000	79000.0000	906000.0000	2030000.0000	36000.0000	159000.0000	114000.0000	407000.0000	802000.0000	3246000.0000	34000.0000	504000.0000	442000.0000	68000.0000	778000.0000	193000.0000	500000.0000	419000.0000	1653000.0000	169000.0000	373000.0000	2405000.0000	74000.0000	966000.0000	131000.0000	976000.0000 ];
v	=	[	189.0000	99.0000	9.0000	95.0000	23.0000	158.0000	253.0000	208.0000	18.0000	40.0000	113.0000	75.0000	123.0000	166.0000	196.0000	31.0000	229.0000	81.0000	100.0000	101.0000	13.0000	194.0000	62.0000	156.0000	292.0000	52.0000	279.0000	17.0000	267.0000	179.0000	0.0000	298.0000	255.0000	92.0000	2.0000	66.0000	248.0000	87.0000	83.0000	191.0000	170.0000	253.0000	63.0000	266.0000	160.0000	269.0000	148.0000	20.0000	284.0000	191.0000	96.0000	94.0000	91.0000	178.0000	130.0000	198.0000	197.0000	190.0000	121.0000	45.0000	6.0000	19.0000	248.0000	67.0000	186.0000	94.0000	148.0000	121.0000	263.0000	138.0000	37.0000	64.0000	258.0000	33.0000	168.0000	131.0000	133.0000	173.0000	181.0000	129.0000	119.0000	25.0000	49.0000	127.0000	52.0000	86.0000	146.0000	203.0000	168.0000	272.0000	15.0000	74.0000	148.0000	28.0000	18.0000	77.0000	72.0000	218.0000	241.0000	193.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	66.00	49.00	14.00	57.00	1.00	22.00	103.00	278.00	261.00	400.00	179.00	183.00	]
[	0.00	16.00	68.00	19.00	48.00	67.00	128.00	309.00	182.00	232.00	400.00	400.00	]
[	42.00	38.00	6.00	39.00	4.00	4.00	125.00	313.00	53.00	400.00	95.00	140.00	]
[	35.00	7.00	7.00	19.00	0.00	9.00	17.00	123.00	157.00	200.00	200.00	55.00	]
[	58.00	34.00	0.00	124.00	136.00	99.00	157.00	350.00	667.00	108.00	283.00	800.00	]
[	20.00	46.00	53.00	41.00	40.00	51.00	91.00	301.00	139.00	400.00	206.00	141.00	]
[	38.00	27.00	13.00	1.00	19.00	36.00	23.00	31.00	45.00	200.00	45.00	125.00	]
[	30.00	43.00	146.00	129.00	114.00	70.00	230.00	587.00	429.00	800.00	800.00	544.00	]
[	18.00	35.00	9.00	19.00	12.00	12.00	48.00	43.00	86.00	182.00	200.00	180.00	]
[	27.00	37.00	7.00	33.00	34.00	31.00	10.00	96.00	77.00	200.00	145.00	5.00	]
[	26.00	3.00	9.00	31.00	9.00	19.00	36.00	63.00	177.00	200.00	182.00	184.00	]
[	31.00	0.00	0.00	21.00	0.00	9.00	35.00	157.00	132.00	200.00	200.00	161.00	]
[	34.00	6.00	18.00	27.00	5.00	4.00	71.00	99.00	150.00	102.00	200.00	200.00	]
[	13.00	9.00	3.00	33.00	21.00	0.00	0.00	138.00	12.00	195.00	23.00	45.00	]
[	23.00	26.00	25.00	28.00	32.00	21.00	55.00	120.00	87.00	7.00	200.00	185.00	]
[	17.00	30.00	28.00	26.00	31.00	11.00	8.00	91.00	111.00	200.00	200.00	183.00	]
[	235.00	119.00	62.00	5.00	297.00	24.00	345.00	1181.00	231.00	1333.00	649.00	263.00	]
[	29.00	18.00	14.00	9.00	5.00	13.00	62.00	154.00	142.00	74.00	165.00	163.00	]
[	10.00	39.00	26.00	24.00	10.00	27.00	5.00	31.00	109.00	200.00	92.00	47.00	]
[	135.00	2.00	86.00	48.00	90.00	38.00	133.00	253.00	7.00	800.00	701.00	794.00	]
[	58.00	73.00	44.00	32.00	7.00	51.00	60.00	182.00	362.00	92.00	132.00	375.00	]
[	22.00	38.00	0.00	13.00	22.00	37.00	57.00	37.00	47.00	106.00	116.00	103.00	]
[	79.00	12.00	69.00	50.00	19.00	17.00	125.00	126.00	297.00	283.00	110.00	90.00	]
[	18.00	11.00	35.00	21.00	25.00	17.00	57.00	144.00	49.00	76.00	31.00	44.00	]
[	39.00	36.00	26.00	31.00	8.00	16.00	51.00	12.00	31.00	91.00	200.00	31.00	]
[	31.00	12.00	22.00	2.00	15.00	2.00	30.00	97.00	74.00	165.00	10.00	200.00	]
[	30.00	13.00	27.00	7.00	13.00	27.00	23.00	22.00	126.00	193.00	200.00	19.00	]
[	13.00	7.00	62.00	15.00	64.00	56.00	60.00	90.00	268.00	311.00	400.00	400.00	]
[	13.00	32.00	38.00	7.00	1.00	6.00	32.00	23.00	47.00	200.00	74.00	10.00	]
[	58.00	30.00	58.00	75.00	64.00	58.00	35.00	193.00	283.00	64.00	400.00	180.00	]
[	2.00	39.00	11.00	11.00	34.00	8.00	14.00	40.00	73.00	25.00	86.00	200.00	]
[	19.00	20.00	20.00	4.00	31.00	13.00	32.00	115.00	16.00	79.00	200.00	134.00	]
[	71.00	7.00	6.00	68.00	50.00	65.00	105.00	279.00	26.00	188.00	294.00	124.00	]
[	29.00	39.00	19.00	22.00	29.00	0.00	25.00	136.00	48.00	200.00	154.00	6.00	]
[	12.00	3.00	35.00	30.00	24.00	34.00	15.00	47.00	56.00	144.00	32.00	88.00	]
[	16.00	36.00	7.00	33.00	13.00	18.00	42.00	78.00	114.00	102.00	12.00	93.00	]
[	53.00	10.00	7.00	60.00	71.00	74.00	5.00	137.00	33.00	101.00	207.00	95.00	]
[	282.00	282.00	298.00	169.00	255.00	311.00	244.00	1022.00	174.00	1598.00	885.00	1475.00	]
[	6.00	2.00	10.00	5.00	36.00	18.00	44.00	127.00	190.00	139.00	166.00	127.00	]
[	52.00	53.00	4.00	27.00	51.00	50.00	56.00	216.00	64.00	400.00	400.00	362.00	]
