T	=	8	;
R	=	130	;
U	=	25	;
S	=	25	;
L	=	5	;
levU	=	[	1	2	1	2	1	2	2	5	1	2	1	1	1	2	1	1	4	2	3	1	1	1	1	4	3 ];
levS	=	[	2	1	1	2	1	1	1	1	1	3	2	1	1	1	3	4	1	1	4	1	1	1	2	1	3 ];
d	=	[	1	1	8	1	8	1	8	1	1	2	2	1	8	8	3	1	5	3	6	2	1	8	8	3	1 ];
rd	=	[	3	4	1	3	1	6	1	6	6	3	3	4	1	1	3	4	3	6	3	2	8	1	1	4	7 ];
dd	=	[	6	4	8	6	8	8	8	6	6	6	6	5	8	8	6	6	8	8	8	3	8	8	8	7	8 ];
O	=	[	35000.0000	145000.0000	544000.0000	118000.0000	308000.0000	72000.0000	631000.0000	654000.0000	34000.0000	154000.0000	145000.0000	63000.0000	608000.0000	603000.0000	104000.0000	66000.0000	1617000.0000	219000.0000	958000.0000	141000.0000	76000.0000	564000.0000	337000.0000	939000.0000	260000.0000 ];
v	=	[	87.0000	229.0000	166.0000	167.0000	77.0000	19.0000	227.0000	122.0000	175.0000	179.0000	233.0000	208.0000	196.0000	91.0000	287.0000	34.0000	1.0000	179.0000	75.0000	120.0000	190.0000	247.0000	243.0000	106.0000	171.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	31.00	56.00	79.00	28.00	61.00	47.00	110.00	48.00	]
[	14.00	34.00	1.00	22.00	9.00	35.00	36.00	30.00	]
[	34.00	15.00	12.00	14.00	6.00	33.00	27.00	88.00	]
[	24.00	73.00	52.00	27.00	43.00	35.00	45.00	94.00	]
[	22.00	32.00	15.00	29.00	6.00	24.00	69.00	157.00	]
[	0.00	35.00	36.00	7.00	1.00	32.00	19.00	8.00	]
[	29.00	1.00	28.00	33.00	6.00	31.00	22.00	49.00	]
[	7.00	19.00	20.00	16.00	7.00	1.00	48.00	42.00	]
[	32.00	13.00	37.00	30.00	22.00	30.00	6.00	137.00	]
[	147.00	12.00	77.00	111.00	13.00	139.00	138.00	316.00	]
[	37.00	64.00	0.00	44.00	74.00	46.00	32.00	229.00	]
[	33.00	23.00	18.00	26.00	15.00	28.00	77.00	14.00	]
[	39.00	30.00	22.00	4.00	27.00	26.00	3.00	126.00	]
[	13.00	27.00	2.00	32.00	24.00	26.00	59.00	85.00	]
[	37.00	146.00	146.00	14.00	74.00	80.00	100.00	30.00	]
[	142.00	13.00	96.00	131.00	119.00	108.00	520.00	676.00	]
[	19.00	39.00	15.00	3.00	18.00	38.00	27.00	127.00	]
[	9.00	24.00	12.00	35.00	23.00	28.00	54.00	151.00	]
[	160.00	21.00	317.00	75.00	119.00	68.00	67.00	297.00	]
[	29.00	16.00	30.00	39.00	6.00	18.00	43.00	69.00	]
[	1.00	35.00	0.00	5.00	31.00	1.00	56.00	155.00	]
[	14.00	38.00	27.00	27.00	18.00	2.00	79.00	102.00	]
[	9.00	47.00	1.00	57.00	0.00	6.00	36.00	280.00	]
[	28.00	25.00	38.00	11.00	9.00	3.00	71.00	5.00	]
[	151.00	88.00	80.00	0.00	76.00	148.00	63.00	33.00	]
];
