T	=	12	;
R	=	290	;
U	=	25	;
S	=	50	;
L	=	5	;
levU	=	[	3	3	1	4	1	2	1	4	1	1	1	1	2	4	3	2	2	2	3	1	1	1	1	1	2 ];
levS	=	[	1	1	1	1	2	2	1	1	2	1	2	3	1	3	2	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	2	4	1	1	1	1	2	1	1	2	1	2	1	1	1 ];
d	=	[	1	7	3	5	8	12	2	5	1	5	2	12	12	1	1	12	5	1	12	1	1	1	1	4	1 ];
rd	=	[	10	1	1	6	1	1	9	7	3	4	9	1	1	6	12	1	8	11	1	5	6	8	2	6	7 ];
dd	=	[	11	9	5	11	9	12	12	12	8	12	12	12	12	8	12	12	12	12	12	11	6	12	11	12	7 ];
O	=	[	137000.0000	975000.0000	113000.0000	1389000.0000	306000.0000	1014000.0000	65000.0000	2790000.0000	76000.0000	360000.0000	71000.0000	393000.0000	1030000.0000	485000.0000	135000.0000	958000.0000	346000.0000	82000.0000	1880000.0000	37000.0000	66000.0000	71000.0000	33000.0000	306000.0000	144000.0000 ];
v	=	[	149.0000	275.0000	186.0000	45.0000	182.0000	264.0000	266.0000	118.0000	140.0000	197.0000	2.0000	98.0000	257.0000	61.0000	29.0000	28.0000	252.0000	177.0000	153.0000	254.0000	20.0000	35.0000	223.0000	175.0000	255.0000	116.0000	200.0000	232.0000	249.0000	154.0000	122.0000	160.0000	81.0000	69.0000	205.0000	272.0000	129.0000	12.0000	261.0000	16.0000	100.0000	113.0000	82.0000	245.0000	80.0000	22.0000	262.0000	68.0000	274.0000	267.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	6.00	32.00	25.00	22.00	29.00	4.00	63.00	102.00	65.00	200.00	200.00	15.00	]
[	37.00	30.00	13.00	35.00	2.00	4.00	22.00	53.00	84.00	155.00	114.00	35.00	]
[	8.00	12.00	7.00	22.00	37.00	13.00	66.00	6.00	69.00	49.00	200.00	56.00	]
[	12.00	20.00	8.00	25.00	27.00	15.00	44.00	150.00	132.00	200.00	200.00	17.00	]
[	49.00	26.00	62.00	44.00	77.00	34.00	130.00	120.00	123.00	400.00	45.00	133.00	]
[	40.00	47.00	63.00	64.00	77.00	66.00	26.00	39.00	105.00	64.00	400.00	334.00	]
[	2.00	9.00	37.00	12.00	18.00	13.00	17.00	138.00	6.00	200.00	132.00	200.00	]
[	10.00	36.00	2.00	32.00	4.00	13.00	56.00	82.00	32.00	143.00	113.00	118.00	]
[	43.00	51.00	32.00	13.00	70.00	6.00	57.00	90.00	84.00	400.00	137.00	400.00	]
[	9.00	21.00	6.00	8.00	26.00	18.00	28.00	40.00	124.00	200.00	200.00	153.00	]
[	71.00	70.00	52.00	68.00	46.00	58.00	62.00	149.00	371.00	400.00	400.00	400.00	]
[	56.00	131.00	121.00	47.00	58.00	156.00	139.00	186.00	696.00	765.00	97.00	54.00	]
[	6.00	16.00	30.00	25.00	16.00	21.00	32.00	122.00	44.00	200.00	200.00	200.00	]
[	31.00	87.00	27.00	32.00	117.00	138.00	113.00	223.00	373.00	800.00	324.00	800.00	]
[	16.00	60.00	70.00	12.00	43.00	6.00	25.00	139.00	170.00	400.00	203.00	307.00	]
[	7.00	20.00	33.00	19.00	29.00	10.00	2.00	99.00	94.00	200.00	135.00	148.00	]
[	50.00	37.00	18.00	52.00	54.00	59.00	69.00	7.00	340.00	400.00	400.00	350.00	]
[	61.00	45.00	50.00	42.00	43.00	43.00	0.00	219.00	333.00	288.00	400.00	157.00	]
[	43.00	61.00	27.00	53.00	45.00	55.00	100.00	85.00	226.00	93.00	238.00	62.00	]
[	44.00	14.00	8.00	2.00	10.00	10.00	50.00	214.00	204.00	400.00	400.00	54.00	]
[	27.00	28.00	0.00	10.00	28.00	26.00	61.00	74.00	71.00	200.00	176.00	115.00	]
[	34.00	4.00	3.00	7.00	14.00	25.00	28.00	104.00	190.00	19.00	169.00	22.00	]
[	33.00	11.00	36.00	25.00	21.00	17.00	11.00	155.00	165.00	183.00	50.00	23.00	]
[	37.00	1.00	52.00	60.00	69.00	22.00	4.00	240.00	229.00	84.00	272.00	400.00	]
[	5.00	6.00	14.00	22.00	38.00	26.00	51.00	130.00	36.00	200.00	56.00	148.00	]
[	12.00	37.00	9.00	1.00	29.00	0.00	68.00	34.00	111.00	92.00	200.00	106.00	]
