T	=	12	;
R	=	502	;
U	=	100	;
S	=	25	;
L	=	5	;
levU	=	[	1	2	2	1	2	2	3	2	1	1	1	2	1	2	1	1	2	1	1	2	1	3	2	1	1	2	1	1	1	2	2	2	2	2	1	2	2	3	2	4	2	1	1	3	4	1	3	3	1	3	1	1	1	1	2	3	2	4	1	1	3	1	4	2	3	1	1	2	2	3	1	1	1	1	2	1	2	1	2	3	1	3	3	3	2	2	1	2	3	1	1	3	1	1	3	3	1	1	1	2 ];
levS	=	[	1	2	2	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	1	2	2	1	1	1	1 ];
d	=	[	1	2	1	12	12	3	5	6	12	5	4	2	3	12	1	1	12	5	6	3	2	12	1	1	1	5	1	12	5	12	7	1	12	12	3	3	1	6	4	1	12	2	4	1	4	1	5	12	2	1	1	12	12	12	1	1	1	1	12	12	12	3	1	1	3	10	12	12	1	4	5	1	12	1	12	5	2	1	12	1	5	4	12	1	1	2	1	1	4	3	12	4	12	1	12	3	12	12	4	4 ];
rd	=	[	8	3	9	1	1	6	7	3	1	5	7	8	10	1	2	5	1	2	5	7	2	1	12	3	4	2	8	1	7	1	2	3	1	1	8	10	4	5	3	12	1	9	7	8	3	11	7	1	3	12	7	1	1	1	1	5	8	12	1	1	1	9	7	5	1	3	1	1	2	1	5	4	1	9	1	6	9	2	1	1	4	1	1	4	5	9	12	7	1	3	1	6	1	1	1	9	1	1	6	7 ];
dd	=	[	10	9	10	12	12	11	12	11	12	9	11	9	12	12	3	6	12	12	12	12	11	12	12	8	6	11	12	12	12	12	8	6	12	12	12	12	11	11	8	12	12	11	12	12	8	12	11	12	5	12	8	12	12	12	4	7	10	12	12	12	12	11	7	12	11	12	12	12	3	9	10	9	12	9	12	12	11	11	12	8	11	6	12	11	10	12	12	9	11	12	12	12	12	8	12	11	12	12	10	12 ];
O	=	[	32000.0000	145000.0000	71000.0000	415000.0000	951000.0000	224000.0000	851000.0000	407000.0000	485000.0000	170000.0000	164000.0000	167000.0000	105000.0000	1039000.0000	42000.0000	65000.0000	917000.0000	357000.0000	201000.0000	234000.0000	76000.0000	1618000.0000	78000.0000	68000.0000	35000.0000	424000.0000	37000.0000	838000.0000	353000.0000	1409000.0000	598000.0000	131000.0000	827000.0000	1038000.0000	190000.0000	369000.0000	84000.0000	1756000.0000	534000.0000	262000.0000	1028000.0000	67000.0000	258000.0000	255000.0000	1159000.0000	39000.0000	654000.0000	1572000.0000	140000.0000	239000.0000	71000.0000	490000.0000	837000.0000	759000.0000	82000.0000	291000.0000	85000.0000	261000.0000	390000.0000	420000.0000	2986000.0000	213000.0000	322000.0000	81000.0000	744000.0000	383000.0000	470000.0000	1037000.0000	74000.0000	523000.0000	185000.0000	67000.0000	872000.0000	74000.0000	862000.0000	171000.0000	134000.0000	75000.0000	1512000.0000	153000.0000	181000.0000	991000.0000	3090000.0000	240000.0000	126000.0000	282000.0000	39000.0000	67000.0000	629000.0000	122000.0000	397000.0000	631000.0000	757000.0000	63000.0000	1625000.0000	780000.0000	800000.0000	780000.0000	271000.0000	494000.0000 ];
v	=	[	70.0000	176.0000	168.0000	280.0000	222.0000	209.0000	255.0000	161.0000	43.0000	79.0000	57.0000	182.0000	96.0000	225.0000	64.0000	251.0000	276.0000	149.0000	185.0000	247.0000	13.0000	43.0000	169.0000	221.0000	261.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	0.00	8.00	8.00	31.00	17.00	32.00	17.00	132.00	90.00	62.00	174.00	39.00	]
[	30.00	56.00	20.00	27.00	48.00	15.00	92.00	312.00	325.00	45.00	283.00	98.00	]
[	12.00	1.00	30.00	2.00	34.00	3.00	52.00	7.00	231.00	400.00	400.00	282.00	]
[	20.00	20.00	15.00	0.00	31.00	30.00	9.00	130.00	72.00	51.00	200.00	110.00	]
[	9.00	29.00	0.00	2.00	31.00	4.00	32.00	129.00	1.00	38.00	79.00	200.00	]
[	2.00	18.00	35.00	25.00	2.00	37.00	75.00	45.00	71.00	99.00	145.00	89.00	]
[	4.00	25.00	24.00	28.00	6.00	12.00	38.00	33.00	153.00	200.00	200.00	172.00	]
[	18.00	20.00	8.00	8.00	31.00	39.00	1.00	10.00	199.00	200.00	200.00	180.00	]
[	22.00	33.00	0.00	23.00	15.00	28.00	46.00	150.00	165.00	2.00	3.00	75.00	]
[	25.00	3.00	13.00	7.00	11.00	17.00	36.00	64.00	130.00	85.00	52.00	127.00	]
[	120.00	108.00	98.00	69.00	88.00	113.00	153.00	8.00	153.00	800.00	226.00	255.00	]
[	33.00	17.00	22.00	33.00	8.00	13.00	57.00	1.00	70.00	200.00	138.00	77.00	]
[	4.00	14.00	29.00	29.00	14.00	27.00	48.00	80.00	52.00	105.00	155.00	147.00	]
[	13.00	5.00	4.00	26.00	2.00	38.00	71.00	25.00	29.00	13.00	39.00	200.00	]
[	21.00	77.00	14.00	41.00	77.00	55.00	133.00	26.00	43.00	302.00	44.00	242.00	]
[	31.00	1.00	36.00	36.00	39.00	25.00	11.00	105.00	157.00	200.00	200.00	200.00	]
[	50.00	50.00	43.00	75.00	69.00	20.00	25.00	290.00	391.00	178.00	400.00	400.00	]
[	14.00	28.00	22.00	26.00	17.00	17.00	30.00	120.00	77.00	200.00	121.00	110.00	]
[	4.00	25.00	29.00	18.00	34.00	18.00	10.00	8.00	166.00	200.00	101.00	200.00	]
[	26.00	57.00	64.00	74.00	40.00	48.00	57.00	26.00	289.00	133.00	167.00	19.00	]
[	6.00	49.00	37.00	65.00	35.00	43.00	2.00	190.00	82.00	226.00	400.00	400.00	]
[	38.00	27.00	26.00	8.00	36.00	6.00	54.00	115.00	102.00	102.00	179.00	73.00	]
[	25.00	37.00	24.00	29.00	17.00	12.00	65.00	64.00	49.00	200.00	38.00	98.00	]
[	17.00	21.00	5.00	17.00	4.00	35.00	34.00	111.00	30.00	72.00	200.00	52.00	]
[	9.00	35.00	32.00	14.00	36.00	13.00	9.00	147.00	195.00	200.00	61.00	101.00	]
];
