T	=	8	;
R	=	148	;
U	=	25	;
S	=	50	;
L	=	5	;
levU	=	[	1	3	1	2	1	1	2	4	1	2	2	2	1	4	1	3	3	2	1	1	1	2	2	1	2 ];
levS	=	[	1	1	3	1	1	1	2	1	1	2	2	1	1	1	3	1	3	2	1	2	2	1	1	1	2	2	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1 ];
d	=	[	1	1	1	1	8	1	8	5	1	8	8	8	1	2	8	1	4	1	1	8	2	8	8	4	8 ];
rd	=	[	3	7	4	6	1	1	1	1	7	1	1	1	3	2	1	6	4	2	1	1	1	1	1	1	1 ];
dd	=	[	7	8	4	7	8	2	8	8	7	8	8	8	6	6	8	7	8	2	1	8	5	8	8	7	8 ];
O	=	[	75000.0000	141000.0000	42000.0000	84000.0000	533000.0000	37000.0000	998000.0000	1469000.0000	42000.0000	678000.0000	571000.0000	681000.0000	40000.0000	530000.0000	296000.0000	140000.0000	682000.0000	84000.0000	34000.0000	326000.0000	142000.0000	546000.0000	536000.0000	135000.0000	1066000.0000 ];
v	=	[	169.0000	53.0000	201.0000	287.0000	145.0000	181.0000	265.0000	56.0000	248.0000	24.0000	209.0000	217.0000	75.0000	138.0000	39.0000	260.0000	204.0000	60.0000	293.0000	21.0000	29.0000	10.0000	94.0000	47.0000	115.0000	102.0000	269.0000	251.0000	77.0000	242.0000	143.0000	6.0000	276.0000	115.0000	218.0000	78.0000	292.0000	22.0000	61.0000	176.0000	231.0000	140.0000	81.0000	152.0000	51.0000	30.0000	231.0000	292.0000	130.0000	6.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	1.00	34.00	23.00	34.00	11.00	34.00	16.00	45.00	]
[	1.00	13.00	12.00	38.00	35.00	9.00	8.00	152.00	]
[	29.00	157.00	5.00	17.00	45.00	117.00	228.00	510.00	]
[	38.00	30.00	11.00	0.00	39.00	36.00	37.00	129.00	]
[	2.00	30.00	19.00	11.00	6.00	24.00	73.00	42.00	]
[	8.00	4.00	36.00	30.00	9.00	30.00	14.00	118.00	]
[	40.00	79.00	21.00	48.00	77.00	60.00	110.00	237.00	]
[	37.00	17.00	27.00	38.00	5.00	14.00	67.00	16.00	]
[	30.00	30.00	22.00	23.00	33.00	37.00	62.00	123.00	]
[	15.00	73.00	75.00	25.00	76.00	34.00	18.00	102.00	]
[	60.00	56.00	53.00	41.00	4.00	78.00	157.00	283.00	]
[	38.00	37.00	29.00	8.00	8.00	11.00	59.00	56.00	]
[	25.00	31.00	1.00	2.00	39.00	27.00	24.00	38.00	]
[	37.00	20.00	10.00	36.00	18.00	29.00	37.00	59.00	]
[	26.00	126.00	34.00	16.00	26.00	143.00	199.00	494.00	]
[	20.00	35.00	33.00	36.00	37.00	31.00	58.00	78.00	]
[	48.00	46.00	13.00	50.00	55.00	78.00	133.00	446.00	]
[	33.00	8.00	18.00	11.00	64.00	43.00	117.00	238.00	]
[	23.00	12.00	5.00	20.00	38.00	33.00	59.00	8.00	]
[	61.00	66.00	58.00	25.00	69.00	3.00	52.00	47.00	]
[	12.00	0.00	61.00	73.00	2.00	63.00	44.00	164.00	]
[	10.00	5.00	6.00	24.00	2.00	0.00	68.00	46.00	]
[	20.00	15.00	18.00	22.00	20.00	24.00	26.00	89.00	]
[	26.00	3.00	30.00	8.00	3.00	11.00	6.00	128.00	]
[	33.00	5.00	63.00	45.00	39.00	54.00	110.00	105.00	]
[	53.00	26.00	24.00	34.00	46.00	17.00	136.00	309.00	]
[	32.00	34.00	18.00	32.00	26.00	3.00	1.00	150.00	]
[	44.00	36.00	144.00	76.00	47.00	8.00	7.00	13.00	]
[	7.00	26.00	51.00	79.00	13.00	64.00	35.00	164.00	]
[	20.00	8.00	21.00	21.00	19.00	14.00	46.00	28.00	]
[	0.00	31.00	38.00	1.00	23.00	24.00	0.00	122.00	]
[	4.00	20.00	18.00	34.00	34.00	38.00	38.00	153.00	]
[	11.00	23.00	44.00	29.00	21.00	54.00	25.00	151.00	]
[	13.00	17.00	25.00	20.00	19.00	34.00	18.00	51.00	]
