T	=	8	;
R	=	358	;
U	=	25	;
S	=	100	;
L	=	5	;
levU	=	[	3	2	1	2	2	1	1	1	4	2	1	2	4	1	1	1	1	1	2	3	1	1	1	3	2 ];
levS	=	[	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	3	1	2	2	1	3	1	1	3	3	1	1	3	3	3	1	3	1	1	1	1	2	1	1	1	4	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	1	2	1	3	1	3	2	1	2	1	1	2	1	3	1	1	1	2	1	1	1	2	1	1	1	2	2	3	3 ];
d	=	[	6	8	1	1	8	1	5	5	4	1	2	8	2	2	1	8	8	1	1	2	1	4	1	8	1 ];
rd	=	[	3	1	5	5	1	5	1	1	4	3	3	1	6	5	8	1	1	8	2	3	6	2	3	1	5 ];
dd	=	[	8	8	8	8	8	5	8	5	8	6	8	8	8	8	8	8	8	8	5	4	7	7	7	8	7 ];
O	=	[	1707000.0000	672000.0000	77000.0000	68000.0000	560000.0000	62000.0000	178000.0000	315000.0000	1072000.0000	122000.0000	124000.0000	676000.0000	568000.0000	151000.0000	75000.0000	304000.0000	268000.0000	36000.0000	69000.0000	571000.0000	37000.0000	144000.0000	33000.0000	1244000.0000	70000.0000 ];
v	=	[	55.0000	197.0000	289.0000	42.0000	124.0000	179.0000	171.0000	104.0000	257.0000	52.0000	167.0000	204.0000	103.0000	158.0000	20.0000	51.0000	293.0000	127.0000	280.0000	224.0000	26.0000	246.0000	27.0000	225.0000	68.0000	38.0000	48.0000	136.0000	153.0000	125.0000	163.0000	248.0000	215.0000	200.0000	134.0000	20.0000	185.0000	138.0000	258.0000	217.0000	235.0000	116.0000	53.0000	218.0000	184.0000	261.0000	165.0000	152.0000	123.0000	28.0000	134.0000	1.0000	9.0000	281.0000	99.0000	75.0000	268.0000	227.0000	112.0000	253.0000	110.0000	60.0000	45.0000	182.0000	179.0000	133.0000	64.0000	256.0000	231.0000	206.0000	55.0000	260.0000	227.0000	131.0000	28.0000	277.0000	76.0000	262.0000	85.0000	139.0000	210.0000	5.0000	134.0000	286.0000	52.0000	262.0000	63.0000	192.0000	119.0000	213.0000	18.0000	80.0000	84.0000	65.0000	256.0000	136.0000	25.0000	45.0000	175.0000	168.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	22.00	34.00	20.00	9.00	31.00	28.00	51.00	23.00	]
[	33.00	7.00	32.00	24.00	38.00	22.00	43.00	66.00	]
[	21.00	18.00	25.00	38.00	4.00	28.00	48.00	86.00	]
[	34.00	33.00	29.00	19.00	13.00	35.00	16.00	61.00	]
[	1.00	22.00	2.00	36.00	39.00	38.00	4.00	45.00	]
[	9.00	1.00	25.00	1.00	21.00	28.00	78.00	138.00	]
[	25.00	16.00	5.00	32.00	27.00	2.00	25.00	0.00	]
[	22.00	25.00	14.00	7.00	0.00	2.00	74.00	45.00	]
[	8.00	10.00	26.00	73.00	22.00	20.00	21.00	36.00	]
[	39.00	24.00	15.00	7.00	36.00	27.00	1.00	19.00	]
[	39.00	60.00	71.00	21.00	20.00	34.00	117.00	107.00	]
[	28.00	9.00	9.00	26.00	6.00	0.00	30.00	37.00	]
[	24.00	7.00	21.00	29.00	11.00	5.00	69.00	157.00	]
[	40.00	49.00	66.00	48.00	37.00	59.00	118.00	14.00	]
[	27.00	33.00	16.00	29.00	27.00	3.00	57.00	55.00	]
[	36.00	14.00	38.00	17.00	19.00	16.00	9.00	75.00	]
[	20.00	22.00	21.00	31.00	9.00	34.00	72.00	15.00	]
[	12.00	5.00	37.00	29.00	11.00	24.00	59.00	56.00	]
[	31.00	37.00	0.00	28.00	33.00	18.00	13.00	140.00	]
[	23.00	35.00	9.00	23.00	19.00	19.00	41.00	128.00	]
[	54.00	101.00	159.00	41.00	30.00	128.00	127.00	59.00	]
[	9.00	23.00	25.00	16.00	9.00	27.00	29.00	10.00	]
[	28.00	71.00	21.00	26.00	62.00	74.00	25.00	2.00	]
[	55.00	29.00	70.00	43.00	17.00	3.00	32.00	57.00	]
[	23.00	12.00	3.00	18.00	8.00	17.00	37.00	21.00	]
[	61.00	156.00	24.00	100.00	63.00	109.00	170.00	447.00	]
[	25.00	13.00	25.00	24.00	30.00	18.00	32.00	10.00	]
[	36.00	7.00	33.00	1.00	11.00	14.00	63.00	138.00	]
[	70.00	68.00	139.00	71.00	76.00	147.00	278.00	512.00	]
[	149.00	72.00	79.00	104.00	47.00	2.00	255.00	19.00	]
[	20.00	20.00	7.00	36.00	23.00	17.00	53.00	63.00	]
[	3.00	6.00	28.00	20.00	38.00	24.00	23.00	34.00	]
[	69.00	5.00	51.00	73.00	17.00	78.00	108.00	88.00	]
[	121.00	145.00	67.00	137.00	114.00	99.00	251.00	596.00	]
[	111.00	13.00	71.00	108.00	68.00	153.00	96.00	526.00	]
[	3.00	35.00	24.00	29.00	13.00	16.00	31.00	115.00	]
[	9.00	13.00	9.00	25.00	35.00	84.00	263.00	482.00	]
[	21.00	23.00	17.00	8.00	32.00	7.00	23.00	54.00	]
[	9.00	21.00	11.00	37.00	26.00	18.00	44.00	112.00	]
[	26.00	8.00	28.00	8.00	5.00	21.00	65.00	129.00	]
[	1.00	37.00	37.00	39.00	25.00	5.00	18.00	98.00	]
[	64.00	69.00	6.00	57.00	79.00	53.00	157.00	189.00	]
[	15.00	4.00	0.00	35.00	0.00	32.00	14.00	21.00	]
[	22.00	1.00	15.00	28.00	19.00	16.00	29.00	85.00	]
[	20.00	39.00	39.00	39.00	29.00	38.00	30.00	135.00	]
[	45.00	202.00	36.00	114.00	225.00	14.00	275.00	149.00	]
[	23.00	35.00	3.00	10.00	21.00	26.00	5.00	23.00	]
[	6.00	21.00	38.00	10.00	24.00	23.00	21.00	113.00	]
[	59.00	5.00	14.00	53.00	5.00	24.00	74.00	102.00	]
[	30.00	29.00	32.00	29.00	36.00	1.00	7.00	8.00	]
[	20.00	39.00	11.00	3.00	32.00	21.00	50.00	149.00	]
[	15.00	1.00	32.00	36.00	12.00	5.00	30.00	77.00	]
[	21.00	32.00	31.00	7.00	13.00	4.00	75.00	27.00	]
[	30.00	13.00	8.00	20.00	8.00	17.00	70.00	10.00	]
[	72.00	30.00	33.00	21.00	8.00	77.00	118.00	266.00	]
[	16.00	17.00	34.00	36.00	15.00	19.00	17.00	112.00	]
[	29.00	34.00	5.00	15.00	18.00	19.00	11.00	104.00	]
[	2.00	57.00	42.00	23.00	2.00	25.00	45.00	108.00	]
[	10.00	38.00	14.00	13.00	9.00	36.00	4.00	46.00	]
[	38.00	6.00	17.00	25.00	6.00	6.00	39.00	84.00	]
[	44.00	42.00	55.00	24.00	76.00	51.00	132.00	82.00	]
[	74.00	15.00	21.00	3.00	41.00	45.00	159.00	28.00	]
[	27.00	22.00	18.00	20.00	21.00	27.00	60.00	27.00	]
[	32.00	53.00	49.00	4.00	19.00	36.00	157.00	138.00	]
[	35.00	21.00	69.00	12.00	6.00	32.00	131.00	280.00	]
[	39.00	50.00	8.00	38.00	16.00	1.00	153.00	282.00	]
[	19.00	8.00	0.00	15.00	38.00	12.00	61.00	45.00	]
[	13.00	19.00	31.00	27.00	8.00	27.00	5.00	87.00	]
[	22.00	39.00	21.00	37.00	34.00	29.00	52.00	70.00	]
[	15.00	11.00	29.00	2.00	1.00	36.00	23.00	54.00	]
[	14.00	25.00	32.00	14.00	2.00	26.00	50.00	125.00	]
[	36.00	15.00	24.00	13.00	27.00	30.00	1.00	106.00	]
[	44.00	35.00	23.00	29.00	27.00	29.00	115.00	259.00	]
[	19.00	7.00	30.00	33.00	29.00	26.00	50.00	145.00	]
[	136.00	61.00	74.00	142.00	151.00	110.00	245.00	141.00	]
[	39.00	6.00	36.00	32.00	9.00	27.00	48.00	119.00	]
[	67.00	9.00	149.00	89.00	11.00	60.00	227.00	507.00	]
[	51.00	54.00	3.00	55.00	42.00	13.00	40.00	144.00	]
[	35.00	10.00	34.00	19.00	29.00	1.00	24.00	148.00	]
[	52.00	75.00	47.00	70.00	26.00	53.00	132.00	233.00	]
[	2.00	20.00	23.00	14.00	5.00	22.00	13.00	39.00	]
[	33.00	8.00	2.00	1.00	21.00	25.00	44.00	65.00	]
[	19.00	3.00	31.00	58.00	64.00	52.00	95.00	203.00	]
[	7.00	8.00	11.00	20.00	9.00	36.00	72.00	45.00	]
[	133.00	134.00	131.00	11.00	148.00	66.00	136.00	22.00	]
[	6.00	9.00	39.00	35.00	36.00	10.00	21.00	85.00	]
[	22.00	21.00	23.00	38.00	17.00	15.00	16.00	21.00	]
[	13.00	12.00	13.00	21.00	26.00	35.00	33.00	4.00	]
[	65.00	66.00	34.00	21.00	45.00	15.00	142.00	21.00	]
[	35.00	32.00	7.00	10.00	18.00	27.00	71.00	59.00	]
[	23.00	4.00	19.00	4.00	39.00	13.00	34.00	143.00	]
[	30.00	38.00	17.00	23.00	6.00	28.00	44.00	80.00	]
[	61.00	33.00	63.00	5.00	1.00	14.00	43.00	97.00	]
[	14.00	10.00	23.00	0.00	2.00	4.00	54.00	75.00	]
[	17.00	27.00	9.00	35.00	26.00	34.00	24.00	20.00	]
[	26.00	17.00	16.00	7.00	21.00	18.00	29.00	57.00	]
[	22.00	59.00	11.00	72.00	14.00	50.00	13.00	49.00	]
[	8.00	7.00	17.00	29.00	34.00	35.00	29.00	162.00	]
[	42.00	113.00	142.00	37.00	101.00	15.00	187.00	248.00	]
[	100.00	55.00	115.00	55.00	139.00	7.00	64.00	14.00	]
];
