T	=	8	;
R	=	398	;
U	=	50	;
S	=	100	;
L	=	5	;
levU	=	[	1	2	3	1	1	1	1	3	3	2	1	1	1	3	2	4	2	2	3	1	2	5	2	1	2	5	2	1	1	1	2	2	1	1	2	5	1	1	1	1	1	3	1	2	1	3	3	2	1	1 ];
levS	=	[	2	3	1	1	4	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	2	5	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	3	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	3	2	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	5	1	2	4	1	1	2	2	3	1	3	4	4	2	1	1	2	1 ];
d	=	[	1	8	8	1	1	8	2	1	1	8	1	8	8	1	2	8	8	8	2	8	1	1	2	8	8	8	8	1	8	5	4	2	2	8	6	3	6	5	8	2	1	8	4	8	1	2	2	1	8	8 ];
rd	=	[	2	1	1	2	2	1	3	7	4	1	8	1	1	1	7	1	1	1	1	1	8	5	7	1	1	1	1	5	1	1	3	1	4	1	3	4	2	3	1	3	2	1	2	1	4	4	1	5	1	1 ];
dd	=	[	6	8	8	8	8	8	4	8	5	8	8	8	8	5	8	8	8	8	4	8	8	7	8	8	8	8	8	8	8	6	6	7	6	8	8	6	7	8	8	5	3	8	6	8	7	8	2	7	8	8 ];
O	=	[	34000.0000	1156000.0000	1161000.0000	42000.0000	43000.0000	500000.0000	69000.0000	136000.0000	156000.0000	1029000.0000	40000.0000	615000.0000	292000.0000	152000.0000	266000.0000	3807000.0000	605000.0000	576000.0000	476000.0000	288000.0000	73000.0000	531000.0000	135000.0000	618000.0000	619000.0000	4986000.0000	595000.0000	63000.0000	578000.0000	321000.0000	314000.0000	158000.0000	130000.0000	574000.0000	498000.0000	1727000.0000	247000.0000	184000.0000	270000.0000	133000.0000	37000.0000	1341000.0000	169000.0000	1097000.0000	34000.0000	282000.0000	292000.0000	82000.0000	280000.0000	272000.0000 ];
v	=	[	74.0000	212.0000	18.0000	232.0000	272.0000	69.0000	38.0000	51.0000	37.0000	59.0000	294.0000	3.0000	159.0000	269.0000	199.0000	241.0000	214.0000	286.0000	107.0000	89.0000	159.0000	61.0000	235.0000	61.0000	163.0000	261.0000	25.0000	144.0000	8.0000	179.0000	135.0000	141.0000	108.0000	43.0000	51.0000	110.0000	129.0000	186.0000	30.0000	259.0000	92.0000	12.0000	30.0000	285.0000	66.0000	26.0000	135.0000	287.0000	197.0000	61.0000	284.0000	255.0000	59.0000	138.0000	202.0000	162.0000	174.0000	182.0000	210.0000	49.0000	37.0000	48.0000	49.0000	237.0000	82.0000	104.0000	198.0000	57.0000	253.0000	140.0000	288.0000	30.0000	110.0000	201.0000	194.0000	43.0000	73.0000	143.0000	222.0000	22.0000	118.0000	53.0000	222.0000	177.0000	186.0000	64.0000	50.0000	193.0000	5.0000	287.0000	284.0000	154.0000	227.0000	206.0000	200.0000	107.0000	209.0000	293.0000	73.0000	129.0000 ];
SFT	=	[	2.2E7	4.2E7	8.5E7	1.65E8	3.25E8 ];
FF	=	[	1.1E7	2.1E7	4.25E7	8.25E7	1.625E8 ];
MaxP	=	[	619000.0	1169000.0	2369000.0	4588999.999999999	9029000.0 ];
C	=	[[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
[	10000.00	20000.00	50000.00	110000.00	220000.00	]
];
demand	=	[[	31.00	58.00	46.00	60.00	5.00	39.00	22.00	91.00	]
[	93.00	82.00	159.00	151.00	137.00	48.00	308.00	516.00	]
[	17.00	21.00	36.00	30.00	1.00	15.00	48.00	28.00	]
[	17.00	3.00	31.00	30.00	38.00	1.00	76.00	132.00	]
[	106.00	37.00	47.00	177.00	48.00	143.00	583.00	12.00	]
[	8.00	27.00	26.00	14.00	34.00	17.00	44.00	73.00	]
[	39.00	39.00	23.00	18.00	39.00	5.00	34.00	132.00	]
[	8.00	23.00	26.00	2.00	32.00	13.00	22.00	41.00	]
[	71.00	23.00	42.00	18.00	77.00	67.00	144.00	301.00	]
[	20.00	27.00	33.00	11.00	20.00	29.00	16.00	141.00	]
[	31.00	18.00	23.00	9.00	18.00	2.00	2.00	116.00	]
[	32.00	1.00	27.00	28.00	11.00	25.00	71.00	81.00	]
[	7.00	16.00	37.00	34.00	12.00	30.00	28.00	4.00	]
[	9.00	22.00	18.00	2.00	6.00	12.00	67.00	135.00	]
[	45.00	7.00	14.00	20.00	9.00	37.00	35.00	141.00	]
[	68.00	17.00	70.00	76.00	0.00	48.00	37.00	280.00	]
[	34.00	9.00	29.00	1.00	37.00	3.00	25.00	116.00	]
[	36.00	32.00	0.00	20.00	33.00	38.00	30.00	130.00	]
[	6.00	25.00	18.00	0.00	30.00	38.00	51.00	126.00	]
[	8.00	22.00	2.00	21.00	9.00	37.00	11.00	30.00	]
[	52.00	54.00	64.00	32.00	51.00	60.00	111.00	150.00	]
[	32.00	7.00	5.00	24.00	7.00	3.00	50.00	53.00	]
[	14.00	23.00	68.00	64.00	63.00	21.00	78.00	70.00	]
[	108.00	240.00	144.00	610.00	235.00	15.00	825.00	2110.00	]
[	24.00	48.00	56.00	76.00	24.00	37.00	64.00	269.00	]
[	32.00	1.00	30.00	28.00	17.00	30.00	69.00	135.00	]
[	16.00	2.00	21.00	7.00	30.00	6.00	64.00	43.00	]
[	5.00	14.00	32.00	7.00	39.00	0.00	43.00	8.00	]
[	12.00	33.00	21.00	27.00	31.00	12.00	45.00	122.00	]
[	3.00	21.00	18.00	28.00	34.00	23.00	53.00	56.00	]
[	19.00	10.00	5.00	12.00	25.00	19.00	51.00	96.00	]
[	52.00	43.00	53.00	55.00	77.00	45.00	3.00	213.00	]
[	28.00	60.00	77.00	34.00	16.00	20.00	111.00	93.00	]
[	31.00	4.00	5.00	9.00	0.00	2.00	10.00	93.00	]
[	9.00	21.00	16.00	17.00	20.00	39.00	75.00	108.00	]
[	18.00	9.00	33.00	22.00	0.00	2.00	2.00	16.00	]
[	36.00	16.00	10.00	12.00	28.00	5.00	5.00	67.00	]
[	13.00	12.00	26.00	7.00	10.00	35.00	14.00	65.00	]
[	17.00	20.00	65.00	53.00	23.00	18.00	30.00	298.00	]
[	36.00	17.00	30.00	12.00	36.00	6.00	58.00	139.00	]
[	15.00	13.00	17.00	12.00	2.00	29.00	56.00	55.00	]
[	3.00	27.00	19.00	64.00	2.00	67.00	112.00	235.00	]
[	4.00	106.00	32.00	99.00	152.00	33.00	125.00	283.00	]
[	32.00	6.00	25.00	13.00	30.00	32.00	33.00	140.00	]
[	73.00	6.00	72.00	75.00	55.00	15.00	97.00	131.00	]
[	10.00	28.00	28.00	17.00	24.00	38.00	49.00	19.00	]
[	9.00	1.00	10.00	19.00	2.00	4.00	79.00	68.00	]
[	35.00	37.00	16.00	11.00	3.00	31.00	22.00	127.00	]
[	5.00	8.00	23.00	3.00	21.00	28.00	76.00	22.00	]
[	31.00	27.00	38.00	14.00	26.00	9.00	27.00	110.00	]
[	9.00	78.00	17.00	1.00	18.00	22.00	143.00	246.00	]
[	20.00	0.00	6.00	20.00	1.00	2.00	69.00	155.00	]
[	28.00	17.00	24.00	38.00	18.00	38.00	46.00	145.00	]
[	7.00	0.00	16.00	39.00	19.00	21.00	79.00	66.00	]
[	34.00	1.00	29.00	11.00	3.00	32.00	14.00	17.00	]
[	78.00	8.00	71.00	36.00	38.00	52.00	123.00	24.00	]
[	26.00	6.00	33.00	12.00	8.00	30.00	56.00	42.00	]
[	32.00	4.00	30.00	10.00	15.00	7.00	26.00	104.00	]
[	45.00	69.00	37.00	56.00	24.00	77.00	68.00	40.00	]
[	23.00	20.00	35.00	26.00	8.00	15.00	62.00	51.00	]
[	22.00	25.00	0.00	33.00	6.00	26.00	19.00	23.00	]
[	1.00	97.00	18.00	95.00	145.00	20.00	13.00	486.00	]
[	4.00	33.00	62.00	36.00	1.00	78.00	3.00	135.00	]
[	11.00	22.00	13.00	9.00	38.00	27.00	9.00	117.00	]
[	5.00	14.00	23.00	15.00	35.00	26.00	7.00	14.00	]
[	105.00	132.00	148.00	23.00	141.00	123.00	33.00	495.00	]
[	68.00	0.00	37.00	5.00	20.00	7.00	22.00	87.00	]
[	39.00	15.00	26.00	12.00	16.00	26.00	63.00	36.00	]
[	32.00	17.00	12.00	6.00	28.00	11.00	20.00	26.00	]
[	1.00	22.00	18.00	6.00	17.00	15.00	4.00	129.00	]
[	32.00	21.00	24.00	28.00	35.00	30.00	57.00	100.00	]
[	8.00	28.00	14.00	0.00	10.00	14.00	47.00	73.00	]
[	6.00	27.00	4.00	23.00	21.00	30.00	47.00	33.00	]
[	36.00	8.00	70.00	0.00	35.00	72.00	69.00	84.00	]
[	13.00	6.00	30.00	33.00	29.00	36.00	78.00	146.00	]
[	9.00	25.00	33.00	36.00	26.00	17.00	60.00	155.00	]
[	21.00	0.00	9.00	29.00	18.00	4.00	51.00	23.00	]
[	10.00	1.00	15.00	4.00	19.00	23.00	78.00	31.00	]
[	15.00	30.00	36.00	35.00	35.00	20.00	24.00	128.00	]
[	15.00	17.00	8.00	12.00	36.00	1.00	45.00	96.00	]
[	38.00	26.00	28.00	39.00	17.00	18.00	8.00	78.00	]
[	6.00	22.00	35.00	3.00	36.00	20.00	40.00	120.00	]
[	251.00	439.00	397.00	90.00	454.00	495.00	533.00	1101.00	]
[	29.00	1.00	0.00	33.00	16.00	13.00	17.00	137.00	]
[	79.00	14.00	53.00	76.00	23.00	11.00	112.00	4.00	]
[	138.00	19.00	27.00	123.00	75.00	100.00	443.00	330.00	]
[	8.00	4.00	18.00	16.00	4.00	36.00	19.00	139.00	]
[	1.00	0.00	11.00	33.00	22.00	22.00	47.00	55.00	]
[	27.00	62.00	24.00	52.00	63.00	30.00	38.00	113.00	]
[	30.00	68.00	60.00	34.00	38.00	68.00	91.00	163.00	]
[	69.00	46.00	50.00	99.00	81.00	123.00	186.00	182.00	]
[	38.00	0.00	7.00	10.00	22.00	28.00	79.00	100.00	]
[	5.00	124.00	55.00	121.00	112.00	16.00	80.00	446.00	]
[	130.00	125.00	164.00	61.00	271.00	220.00	438.00	847.00	]
[	154.00	98.00	274.00	47.00	101.00	18.00	487.00	129.00	]
[	29.00	11.00	13.00	14.00	20.00	72.00	130.00	315.00	]
[	28.00	21.00	6.00	16.00	17.00	24.00	59.00	63.00	]
[	2.00	12.00	28.00	7.00	13.00	15.00	16.00	158.00	]
[	37.00	59.00	54.00	5.00	44.00	59.00	38.00	317.00	]
[	37.00	20.00	1.00	36.00	27.00	35.00	34.00	140.00	]
];
